Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,177.67999267578125,180.00999450683594,177.13999938964844,180.0,149.6728057861328,3601700
2020-01-03,177.02000427246094,178.66000366210938,175.6300048828125,178.4499969482422,148.3839874267578,2466900
2020-01-06,177.14999389648438,178.7100067138672,176.35000610351562,178.6199951171875,148.52529907226562,1998000
2020-01-07,178.27999877929688,178.50999450683594,176.82000732421875,177.89999389648438,147.92662048339844,2173000
2020-01-08,178.0,181.5,177.64999389648438,180.6300048828125,150.19664001464844,2758300
2020-01-09,181.50999450683594,181.58999633789062,179.75999450683594,181.1999969482422,150.67063903808594,2746300
2020-01-10,181.61000061035156,182.17999267578125,180.13999938964844,180.47000122070312,150.06361389160156,2103800
2020-01-13,180.94000244140625,182.22999572753906,180.36000061035156,180.9199981689453,150.43777465820312,2090800
2020-01-14,180.9199981689453,182.5500030517578,180.2100067138672,181.3699951171875,150.8119659423828,2911200
2020-01-15,181.4199981689453,181.86000061035156,179.17999267578125,179.77999877929688,149.48988342285156,2482200
2020-01-16,180.67999267578125,181.1999969482422,179.69000244140625,181.00999450683594,150.51266479492188,2149900
2020-01-17,181.0,182.14999389648438,180.6999969482422,181.35000610351562,150.7953643798828,3690100
2020-01-21,181.85000610351562,181.91000366210938,178.6300048828125,179.38999938964844,149.16558837890625,3367700
2020-01-22,179.50999450683594,180.57000732421875,177.8800048828125,178.02999877929688,148.03472900390625,2420200
2020-01-23,177.07000732421875,178.44000244140625,176.38999938964844,177.74000549316406,147.79359436035156,2358400
2020-01-24,178.49000549316406,179.80999755859375,177.52999877929688,178.14999389648438,148.1344757080078,2643100
2020-01-27,179.86000061035156,180.58999633789062,175.5399932861328,175.6300048828125,146.0391082763672,4361400
2020-01-28,171.89999389648438,172.33999633789062,165.0500030517578,165.5800018310547,137.682373046875,8920700
2020-01-29,166.35000610351562,166.47000122070312,161.52999877929688,162.0,134.7055206298828,5343900
2020-01-30,161.0,162.63999938964844,158.75999450683594,162.50999450683594,135.12960815429688,4357100
2020-01-31,162.0,162.64999389648438,158.22999572753906,158.66000366210938,131.92825317382812,5740300
2020-02-03,160.02999877929688,160.30999755859375,156.3800048828125,156.58999633789062,130.20703125,3925500
2020-02-04,159.77000427246094,159.9600067138672,157.0,157.24000549316406,130.74752807617188,4363900
2020-02-05,159.1199951171875,162.3300018310547,158.6999969482422,162.3300018310547,134.97991943359375,3118200
2020-02-06,164.49000549316406,165.0,162.47000122070312,162.88999938964844,135.44558715820312,3413800
2020-02-07,161.41000366210938,161.9199981689453,159.6300048828125,160.0800018310547,133.1090087890625,2736200
2020-02-10,160.2100067138672,161.25999450683594,158.8699951171875,160.14999389648438,133.16722106933594,2754800
2020-02-11,161.0,162.52000427246094,160.02000427246094,162.4499969482422,135.07972717285156,2275100
2020-02-12,164.24000549316406,165.0399932861328,163.57000732421875,163.8000030517578,136.20225524902344,2736400
2020-02-13,161.75999450683594,161.8699951171875,159.0,159.75999450683594,134.04591369628906,3413900
2020-02-14,159.85000610351562,161.13999938964844,158.82000732421875,161.00999450683594,135.0946807861328,2233500
2020-02-18,160.36000061035156,160.52999877929688,158.0399932861328,158.8800048828125,133.3075408935547,2478900
2020-02-19,159.0800018310547,160.47000122070312,158.36000061035156,159.33999633789062,133.69351196289062,2296400
2020-02-20,159.0,161.38999938964844,158.5,158.55999755859375,133.03904724121094,3275100
